RespondentID,State,Region,AgeGroup,Gender,IncomeBracket,RaceEthnicity,PlanPurchase12Mo,RecentPurchasePrice,ChannelPreference,TradSlipOnBrand,HandsFreeAwareness,BrandAwarenessProxy_DistWt,DistNearestRetailerMiles,DistNearestFlagshipMiles,IsControlGroup,SawFeatureExplanation,Initial_Intent_79,Initial_Intent_99,Initial_Intent_119,Initial_Intent_139,Initial_Intent_159,Initial_Intent_179,Initial_Intent_199,Initial_Prob_79,Initial_Prob_99,Initial_Prob_119,Initial_Prob_139,Initial_Prob_159,Initial_Prob_179,Initial_Prob_199,Post_Intent_79,Post_Intent_99,Post_Intent_119,Post_Intent_139,Post_Intent_159,Post_Intent_179,Post_Intent_199,Post_Prob_79,Post_Prob_99,Post_Prob_119,Post_Prob_139,Post_Prob_159,Post_Prob_179,Post_Prob_199,ValuePerceptionPost,VW_TooCheap,VW_Bargain,VW_Expensive,VW_TooExpensive,Importance_Brand,Importance_Comfort,Importance_Durability,Importance_Fit,Importance_HandsFreeConvenience,Importance_Material,Importance_Price,Importance_Style,Top3Driver1,Top3Driver2,Top3Driver3,PrimaryUsage,MultiPurchaseLikelihood,Segment
422,NJ,Northeast,45-54,Female,Less than $25k,Hispanic or Latino,Yes,$150-$199,In-Store Primarily,Nike,Somewhat familiar,0.1903,88.6,40.4,1,0,3,3,2,1,1,1,1,47,41,11,0,5,0,0,3,2,2,2,1,1,1,55,16,25,2,0,0,7,,60,70,80,105,1,5,4,3,3,2,4,3,Comfort,Price,Durability,Everyday casual wear,3,Value Seekers
423,MD,South,18-24,Female,Less than $25k,White,Yes,$100-$149,Depends on Type,Adidas,Never heard of it,0.0313,108.9,110.6,1,0,4,3,3,2,1,1,1,79,60,60,29,13,0,0,4,3,2,2,2,1,1,72,43,17,11,4,0,0,,40,105,115,165,3,5,3,3,3,3,3,3,Comfort,HandsFreeConvenience,Price,Travel,4,Interested Pragmatists
424,SD,Midwest,35-44,Male,$150k+,Asian,Yes,$200 or more,In-Store Primarily,Crocs,Never heard of it,0.0456,48.1,90.7,1,0,4,3,3,2,2,1,1,92,69,50,32,15,3,3,4,4,3,2,1,1,1,92,69,38,33,10,0,0,,70,95,130,160,2,4,4,3,2,2,4,4,Style,Price,Durability,Work/Office (casual environment),3,Curious Skeptics
425,ME,Northeast,55-64,Male,$75k-$99k,White,Yes,$150-$199,In-Store Primarily,Vans,Vaguely aware of it,0.01,65.3,-1.0,1,0,4,3,3,2,1,1,1,67,48,38,19,1,0,4,3,2,2,2,1,1,1,43,11,26,31,0,0,0,,40,55,120,130,2,4,4,3,4,3,4,3,HandsFreeConvenience,Comfort,Price,Specific activity needing convenience,5,Interested Pragmatists
426,CT,Northeast,18-24,Female,Less than $25k,Black or African American,Yes,$100-$149,In-Store Primarily,None,Vaguely aware of it,0.0967,115.9,54.3,1,0,5,4,3,3,2,2,1,88,70,42,39,26,20,0,4,4,3,3,3,1,1,88,82,64,60,38,0,0,,100,140,170,190,4,3,5,2,3,3,4,4,Durability,Price,Brand,Everyday casual wear,2,Curious Skeptics
427,NV,West,45-54,Female,$25k-$49k,White,Yes,$50-$99,In-Store Primarily,Skechers,Never heard of it,0.0578,121.4,94.4,1,0,4,4,3,3,2,1,1,65,70,53,40,18,4,0,4,4,3,2,2,1,1,88,84,34,19,32,0,9,,85,95,145,185,1,5,5,3,1,4,4,3,Durability,Comfort,Material,Everyday casual wear,2,Traditionalists
428,IL,Midwest,45-54,Male,Less than $25k,White,Yes,$100-$149,In-Store Primarily,Skechers,Never heard of it,0.01,126.8,-1.0,0,1,3,2,1,1,1,1,1,50,20,0,2,0,7,5,3,2,2,2,1,1,1,56,22,0,8,0,3,0,5.0,55,65,90,100,3,4,3,3,3,4,4,3,Price,Comfort,Material,Everyday casual wear,5,Interested Pragmatists
429,AZ,West,45-54,Female,$75k-$99k,Hispanic or Latino,Yes,$100-$149,In-Store Primarily,Crocs,Never heard of it,0.0976,90.7,116.4,0,1,3,3,2,2,1,1,1,53,48,39,8,0,2,0,4,3,3,3,2,1,1,82,54,53,39,16,0,6,3.0,40,80,125,185,3,4,3,3,4,2,4,3,HandsFreeConvenience,Comfort,Price,Everyday casual wear,2,Curious Skeptics
430,AK,West,45-54,Male,$50k-$74k,Hispanic or Latino,Yes,$100-$149,Depends on Type,None,Never heard of it,0.01,-1.0,-1.0,1,0,4,3,3,2,1,1,1,91,53,42,16,9,3,0,4,3,3,2,2,1,1,77,67,52,33,17,3,6,,60,95,120,185,2,4,5,2,3,3,4,2,Durability,Price,Comfort,Everyday casual wear,2,Value Seekers
431,KY,South,65+,Male,$75k-$99k,White,Yes,$50-$99,Depends on Type,Nike,Never heard of it,0.01,86.2,-1.0,1,0,3,3,2,2,1,1,1,70,49,13,21,0,0,0,3,3,2,1,1,1,1,63,46,19,6,0,0,0,,40,105,115,170,3,3,3,3,3,3,4,4,Price,Style,Fit,Specific activity needing convenience,2,Curious Skeptics
432,FL,South,55-64,Male,$25k-$49k,White,Yes,$200 or more,Online Primarily,None,Vaguely aware of it,0.01,141.7,-1.0,0,1,3,3,2,2,2,1,1,54,58,39,9,7,2,0,4,3,3,2,1,1,1,87,63,59,27,0,7,3,3.0,45,110,135,145,2,5,5,3,2,2,4,2,Comfort,Durability,Price,Specific activity needing convenience,1,Value Seekers
433,NC,South,65+,Female,$25k-$49k,White,Yes,$100-$149,Online Primarily,Vans,Never heard of it,0.01,74.8,-1.0,0,1,3,3,2,2,1,1,1,43,35,6,15,3,0,0,3,2,2,1,1,1,1,46,28,22,0,0,0,6,4.0,75,85,95,105,2,5,3,3,3,3,3,3,Comfort,Durability,Style,Specific activity needing convenience,3,Interested Pragmatists
434,NM,West,55-64,Female,$25k-$49k,White,Yes,$100-$149,Online Primarily,None,Somewhat familiar,0.1227,53.1,106.3,1,0,4,4,3,2,2,1,1,100,70,51,20,23,0,0,4,4,3,3,3,2,1,90,74,39,49,33,17,2,,95,115,125,150,2,4,4,2,1,4,3,2,Comfort,Material,Durability,Style/Fashion statement,1,Traditionalists
435,MS,South,25-34,Male,$100k-$149k,White,Yes,$100-$149,Online Primarily,Vans,Vaguely aware of it,0.0212,112.3,-1.0,1,0,5,4,4,3,2,2,2,97,87,66,59,29,12,9,5,5,3,3,2,2,1,92,93,67,66,21,8,0,,90,100,195,205,3,4,3,3,3,2,3,2,Comfort,Brand,Durability,Everyday casual wear,4,Interested Pragmatists
436,NH,Northeast,25-34,Female,$25k-$49k,White,Yes,$100-$149,In-Store Primarily,Crocs,Vaguely aware of it,0.0793,85.4,106.3,0,1,5,4,3,3,3,2,1,100,62,50,41,36,20,5,5,4,4,3,3,2,1,90,88,60,43,47,3,3,3.0,85,135,180,215,3,4,4,3,4,3,2,4,HandsFreeConvenience,Comfort,Durability,Travel,2,Premium Enthusiasts
437,KY,South,35-44,Female,$75k-$99k,White,Yes,$200 or more,Depends on Type,Crocs,Never heard of it,0.01,121.9,-1.0,0,1,4,3,3,2,2,1,1,72,41,57,6,14,0,0,5,4,3,2,2,2,1,97,79,40,24,25,19,0,3.0,115,125,135,225,2,4,5,4,1,3,3,1,Durability,Comfort,Fit,Specific activity needing convenience,3,Traditionalists
438,WI,Midwest,45-54,Male,$50k-$74k,Hispanic or Latino,Yes,$100-$149,Online Primarily,Crocs,Never heard of it,0.0887,58.7,59.7,1,0,4,3,2,2,1,1,1,66,44,23,2,0,0,6,4,3,2,2,1,1,1,83,49,21,7,3,0,1,,45,70,95,175,2,4,3,4,4,2,3,3,HandsFreeConvenience,Comfort,Fit,Everyday casual wear,4,Interested Pragmatists
439,VT,Northeast,35-44,Male,$100k-$149k,White,Yes,$200 or more,Online Primarily,Crocs,Vaguely aware of it,0.0733,50.6,99.6,1,0,4,3,2,2,1,1,1,80,41,23,20,6,0,7,4,3,3,2,2,1,1,59,43,44,22,10,0,0,,65,100,125,140,2,4,4,3,3,3,3,4,Comfort,Style,Durability,Travel,4,Interested Pragmatists
440,VT,Northeast,45-54,Male,Less than $25k,Black or African American,Yes,$50-$99,Depends on Type,Nike,Never heard of it,0.0919,39.5,143.2,0,1,3,3,2,2,1,1,1,45,41,10,14,0,0,1,3,3,2,2,1,1,1,55,56,26,36,0,0,0,4.0,85,95,120,130,2,4,4,3,4,3,4,3,Price,Comfort,Durability,Everyday casual wear,4,Interested Pragmatists
441,CT,Northeast,35-44,Female,$75k-$99k,White,Yes,$150-$199,Online Primarily,Adidas,Never heard of it,0.0496,49.2,92.0,0,1,4,3,4,4,2,2,1,93,66,59,71,22,9,7,4,4,3,4,3,3,1,89,94,62,74,30,46,2,4.0,100,130,190,200,4,4,4,3,4,4,2,5,Style,Brand,Material,Travel,3,Premium Enthusiasts
442,CA,West,35-44,Male,Less than $25k,White,Yes,$50-$99,Depends on Type,None,Never heard of it,0.01,128.8,-1.0,1,0,2,3,2,2,1,1,1,32,39,20,3,2,4,6,4,3,2,1,1,1,1,68,37,21,2,3,0,0,,90,100,115,125,3,2,4,3,2,4,3,4,Style,Material,Durability,Specific activity needing convenience,2,Curious Skeptics
443,TX,South,35-44,Female,$150k+,White,Yes,$150-$199,Online Primarily,None,Vaguely aware of it,0.01,102.2,-1.0,1,0,5,5,5,3,3,2,2,100,90,100,72,58,41,14,5,5,4,4,2,2,2,99,96,71,62,30,27,27,,90,155,165,255,4,4,3,2,5,4,2,4,HandsFreeConvenience,Brand,Style,Work/Office (casual environment),4,Premium Enthusiasts
444,OR,West,18-24,Male,$75k-$99k,Asian,Yes,$200 or more,Equal Mix,Nike,Never heard of it,0.0111,74.2,-1.0,0,1,5,4,4,3,2,2,1,95,75,79,50,29,34,0,5,4,4,4,3,3,2,98,96,92,71,66,64,23,4.0,110,145,195,215,3,4,4,4,3,3,4,4,Comfort,Durability,Price,Style/Fashion statement,3,Curious Skeptics
445,ID,West,55-64,Male,$75k-$99k,White,Yes,$50-$99,Equal Mix,Vans,Never heard of it,0.0765,73.1,142.1,0,1,4,3,3,3,2,2,1,82,55,47,46,15,20,2,5,4,4,4,3,2,2,96,90,69,77,60,17,6,5.0,75,140,185,250,4,4,3,4,4,3,3,4,HandsFreeConvenience,Style,Comfort,Specific activity needing convenience,5,Premium Enthusiasts
446,NC,South,55-64,Male,$50k-$74k,White,Yes,$100-$149,Online Primarily,Skechers,Never heard of it,0.01,69.7,-1.0,0,1,2,2,1,1,1,1,1,18,31,1,3,1,0,3,3,2,1,1,1,1,1,35,7,0,3,0,5,0,4.0,70,80,90,100,2,4,5,3,2,4,5,2,Durability,Price,Comfort,Everyday casual wear,3,Value Seekers
447,FL,South,35-44,Female,$50k-$74k,White,Yes,$50-$99,Depends on Type,None,Never heard of it,0.01,144.6,-1.0,0,1,4,4,3,3,3,2,2,87,60,63,56,29,32,14,5,4,4,4,3,2,2,99,91,89,72,48,20,15,4.0,105,115,185,215,4,3,3,3,3,4,3,4,Brand,Style,Material,Everyday casual wear,3,Curious Skeptics
448,WV,South,35-44,Male,$100k-$149k,Hispanic or Latino,Yes,$100-$149,Online Primarily,None,Never heard of it,0.1081,60.8,52.7,0,1,5,4,4,3,2,1,2,99,71,53,40,25,10,16,5,4,4,3,2,2,1,99,90,71,36,21,22,1,4.0,140,150,215,225,1,5,4,4,2,3,4,4,Comfort,Price,Durability,Everyday casual wear,3,Value Seekers
449,RI,Northeast,18-24,Female,$100k-$149k,Asian,Yes,$100-$149,Online Primarily,Nike,Never heard of it,0.091,106.8,100.7,0,1,5,4,4,2,2,2,2,100,88,60,30,38,15,3,5,5,4,3,4,3,3,100,100,88,59,61,29,47,5.0,110,150,200,255,1,4,5,3,1,2,5,3,Price,Durability,Comfort,Travel,3,Value Seekers
450,AZ,West,35-44,Male,$25k-$49k,White,Yes,$50-$99,In-Store Primarily,Other,Never heard of it,0.0361,104.5,115.2,1,0,4,3,2,2,2,1,1,80,61,39,27,19,0,0,5,4,3,2,2,2,1,84,51,62,33,14,4,0,,65,75,100,190,1,4,5,4,2,3,4,3,Durability,Fit,Comfort,Everyday casual wear,4,Value Seekers
451,IN,Midwest,35-44,Male,$100k-$149k,Hispanic or Latino,Yes,$50-$99,Online Primarily,Nike,Never heard of it,0.0125,128.9,-1.0,0,1,4,4,3,2,2,1,1,69,76,47,12,15,0,0,4,4,3,2,2,2,1,82,70,51,33,11,9,2,3.0,105,115,135,200,1,5,4,3,1,2,4,3,Comfort,Price,Durability,Work/Office (casual environment),3,Traditionalists
452,SD,Midwest,55-64,Female,$150k+,Hispanic or Latino,Yes,$150-$199,Equal Mix,Nike,Vaguely aware of it,0.081,52.6,144.6,0,1,4,3,3,2,1,1,1,75,50,45,13,3,3,0,4,3,3,2,1,1,1,70,49,50,18,0,2,1,3.0,80,90,150,160,2,4,4,3,4,4,3,3,HandsFreeConvenience,Durability,Material,Specific activity needing convenience,3,Interested Pragmatists
453,VA,South,65+,Male,$75k-$99k,Black or African American,Yes,$150-$199,In-Store Primarily,Skechers,Never heard of it,0.01,101.3,-1.0,1,0,3,2,2,1,1,1,1,46,37,24,0,0,0,2,2,3,1,2,1,1,1,34,49,1,9,0,0,4,,40,70,105,115,2,4,4,4,2,3,4,3,Comfort,Price,Fit,Everyday casual wear,3,Value Seekers
454,WA,West,45-54,Female,$75k-$99k,White,Yes,$150-$199,In-Store Primarily,Vans,Never heard of it,0.0302,108.2,-1.0,0,1,4,3,3,3,2,1,1,72,43,56,45,23,2,0,5,4,4,3,2,2,2,100,81,70,59,33,9,9,4.0,80,180,190,200,2,4,3,3,3,3,4,3,Price,Comfort,Durability,Everyday casual wear,3,Interested Pragmatists
455,AR,South,65+,Female,$25k-$49k,Hispanic or Latino,Yes,$100-$149,Online Primarily,Nike,Never heard of it,0.01,120.2,-1.0,1,0,2,2,2,1,1,1,1,20,27,4,7,1,3,0,2,2,1,1,1,1,1,25,5,0,0,0,6,0,,40,60,70,80,4,4,3,3,4,3,2,5,Style,Brand,HandsFreeConvenience,Everyday casual wear,3,Premium Enthusiasts
456,PA,Northeast,45-54,Female,$25k-$49k,White,Yes,$100-$149,Online Primarily,None,Never heard of it,0.1659,93.3,33.2,1,0,3,3,2,1,1,1,1,54,42,26,0,6,0,0,4,3,2,2,1,1,1,63,51,35,40,5,0,11,,70,100,110,120,2,5,3,3,4,3,3,3,Comfort,HandsFreeConvenience,Fit,Everyday casual wear,4,Interested Pragmatists
457,MS,South,35-44,Male,$50k-$74k,White,Yes,$150-$199,Equal Mix,Crocs,Never heard of it,0.0231,56.3,-1.0,1,0,4,4,3,3,2,1,1,81,74,48,33,34,0,2,4,3,3,3,2,2,1,79,62,51,50,10,21,0,,90,140,150,175,1,5,4,3,3,3,4,2,Comfort,Price,Durability,Everyday casual wear,3,Value Seekers
458,NJ,Northeast,35-44,Male,$50k-$74k,White,Yes,$150-$199,Online Primarily,Other,Very familiar,0.2001,120.7,8.2,1,0,3,3,3,2,2,1,1,58,60,43,13,7,0,2,4,3,2,2,2,1,1,85,42,24,27,8,0,0,,55,110,140,150,2,5,4,3,1,3,5,2,Comfort,Price,Durability,Everyday casual wear,2,Traditionalists
459,MD,South,45-54,Female,$50k-$74k,White,Yes,$100-$149,In-Store Primarily,None,Never heard of it,0.0587,91.5,119.9,1,0,4,3,2,3,1,1,1,84,41,25,41,0,0,1,4,3,3,2,2,1,1,81,29,36,28,6,0,0,,65,85,145,155,1,5,4,3,3,2,5,2,Price,Comfort,Durability,Travel,4,Value Seekers
460,NV,West,55-64,Male,Less than $25k,Black or African American,Yes,$100-$149,In-Store Primarily,Skechers,Vaguely aware of it,0.0721,123.4,88.4,1,0,3,2,3,2,1,1,1,48,40,40,5,8,1,2,4,3,2,1,1,1,1,68,49,20,0,0,7,1,,60,105,115,125,3,4,4,4,4,3,4,4,Price,Comfort,Fit,Specific activity needing convenience,4,Interested Pragmatists
461,TN,South,55-64,Male,$75k-$99k,Other,Yes,$200 or more,Equal Mix,None,Never heard of it,0.01,82.7,-1.0,1,0,4,3,2,2,1,1,1,67,51,23,19,0,5,11,4,3,2,2,2,1,1,74,52,36,15,9,0,3,,65,85,95,130,4,4,4,3,2,2,4,4,Style,Comfort,Price,Specific activity needing convenience,2,Curious Skeptics
462,LA,South,55-64,Female,$25k-$49k,White,No,$150-$199,Online Primarily,None,Never heard of it,0.01,86.7,-1.0,0,1,3,2,1,1,1,1,1,54,21,2,0,1,0,0,3,2,2,2,1,1,1,50,33,39,9,4,1,0,3.0,45,85,95,105,3,4,3,3,4,3,3,4,HandsFreeConvenience,Comfort,Style,Specific activity needing convenience,2,Interested Pragmatists
463,IL,Midwest,35-44,Female,Less than $25k,White,Yes,$50-$99,In-Store Primarily,Adidas,Never heard of it,0.0171,95.4,-1.0,1,0,3,2,2,1,1,1,1,50,30,10,0,0,0,0,2,2,1,1,1,1,1,39,11,7,0,0,0,0,,40,70,85,95,1,4,4,3,1,4,5,3,Price,Comfort,Durability,Everyday casual wear,2,Traditionalists
464,CO,West,35-44,Male,$25k-$49k,White,Yes,$100-$149,Online Primarily,None,Somewhat familiar,0.1785,36.7,22.3,0,1,4,3,3,2,1,1,1,72,58,53,30,2,0,7,4,4,3,3,2,1,1,78,76,42,40,12,0,3,3.0,70,95,135,145,4,5,4,3,4,3,3,5,Style,Comfort,HandsFreeConvenience,Style/Fashion statement,2,Premium Enthusiasts
465,NM,West,55-64,Female,$25k-$49k,Hispanic or Latino,Yes,$50-$99,Online Primarily,Nike,Never heard of it,0.0406,90.2,97.5,1,0,2,3,2,1,1,1,1,39,38,9,0,1,0,3,3,2,2,1,1,1,1,39,34,25,3,4,3,2,,60,70,80,90,3,4,4,3,3,3,4,3,Durability,Comfort,Price,Specific activity needing convenience,3,Interested Pragmatists
466,FL,South,18-24,Male,$50k-$74k,Asian,Yes,$50-$99,Online Primarily,Skechers,Never heard of it,0.01,60.4,-1.0,0,1,4,3,3,3,2,1,1,91,60,57,56,32,4,9,4,4,3,3,3,2,1,85,88,58,45,36,10,4,3.0,100,140,160,170,2,5,3,3,4,3,3,3,Comfort,HandsFreeConvenience,Price,Specific activity needing convenience,4,Interested Pragmatists
467,WV,South,35-44,Male,$75k-$99k,White,Yes,$50-$99,Online Primarily,Other,Never heard of it,0.064,107.1,64.8,0,1,4,3,3,3,2,1,1,78,65,36,43,13,2,12,4,4,4,3,2,2,1,80,95,82,53,15,9,0,4.0,80,120,150,190,1,4,4,3,1,3,4,2,Comfort,Price,Durability,Specific activity needing convenience,2,Traditionalists
468,OR,West,55-64,Female,Less than $25k,White,Yes,$150-$199,Depends on Type,Other,Never heard of it,0.0362,93.4,-1.0,1,0,3,2,2,1,1,1,1,42,11,15,6,0,0,0,3,2,2,1,1,1,1,40,10,7,0,0,0,0,,45,80,95,105,2,4,5,3,1,4,4,2,Durability,Price,Material,Everyday casual wear,1,Traditionalists
469,TX,South,55-64,Male,$150k+,White,Yes,$100-$149,Online Primarily,None,Never heard of it,0.01,91.5,-1.0,0,1,2,2,1,1,1,1,1,35,24,3,5,1,0,0,3,2,2,1,1,1,1,37,31,31,2,6,7,10,5.0,65,75,85,105,2,4,3,3,4,4,4,3,HandsFreeConvenience,Comfort,Material,Specific activity needing convenience,4,Interested Pragmatists
470,OR,West,55-64,Female,$75k-$99k,White,Yes,$150-$199,Online Primarily,Skechers,Never heard of it,0.01,69.9,-1.0,0,1,4,4,3,3,2,2,1,80,89,54,36,22,8,8,5,4,4,3,3,2,2,99,81,65,44,37,32,6,3.0,110,120,190,200,4,3,4,2,3,2,4,3,Durability,Brand,Price,Everyday casual wear,2,Curious Skeptics
471,WV,South,45-54,Male,$150k+,White,Yes,$100-$149,Online Primarily,Crocs,Vaguely aware of it,0.0826,80.3,54.2,1,0,4,3,3,2,1,1,1,60,46,37,25,0,7,0,4,3,3,2,2,1,1,68,60,47,30,15,2,5,,95,105,145,195,3,4,3,2,4,3,3,3,Comfort,HandsFreeConvenience,Price,Work/Office (casual environment),4,Interested Pragmatists
472,RI,Northeast,45-54,Male,Less than $25k,Black or African American,Yes,$150-$199,Online Primarily,None,Never heard of it,0.0551,84.8,50.4,0,1,4,4,3,2,2,1,1,68,65,46,4,17,0,0,4,3,3,2,2,1,1,67,56,43,22,21,0,1,4.0,65,90,120,140,3,3,3,2,4,3,3,4,Style,HandsFreeConvenience,Durability,Everyday casual wear,4,Premium Enthusiasts
473,VA,South,45-54,Female,$25k-$49k,White,No,Less than $50,Equal Mix,None,Never heard of it,0.01,128.8,-1.0,0,1,3,2,2,2,1,1,1,50,8,10,5,8,0,0,3,3,2,2,1,1,1,54,47,24,12,0,0,0,3.0,55,80,90,115,4,4,4,3,3,3,3,3,Brand,Durability,Comfort,Everyday casual wear,4,Curious Skeptics
474,TX,South,65+,Male,Less than $25k,White,Yes,$50-$99,Online Primarily,Nike,Never heard of it,0.01,84.6,-1.0,1,0,2,2,1,1,1,1,1,30,24,12,5,4,0,0,2,2,2,1,1,1,1,35,21,8,3,0,6,2,,40,55,75,95,3,3,3,4,4,4,3,4,Material,Style,Fit,Work/Office (casual environment),3,Curious Skeptics
475,PA,Northeast,65+,Male,$150k+,White,Yes,$150-$199,Online Primarily,Vans,Somewhat familiar,0.2504,47.5,24.5,0,1,4,3,3,2,2,1,1,83,67,60,36,22,9,0,5,4,4,3,2,2,2,100,89,69,60,21,26,3,5.0,85,145,170,205,1,4,3,3,3,3,5,3,Price,Comfort,HandsFreeConvenience,Specific activity needing convenience,5,Value Seekers
476,GA,South,35-44,Female,$75k-$99k,White,Yes,$100-$149,In-Store Primarily,Other,Never heard of it,0.01,53.1,-1.0,1,0,3,2,2,1,1,1,1,48,27,25,1,3,0,0,3,3,3,1,1,1,1,54,37,33,0,6,0,0,,40,60,125,135,3,5,4,4,4,2,2,3,Comfort,HandsFreeConvenience,Durability,Everyday casual wear,2,Interested Pragmatists
477,MT,West,35-44,Female,$150k+,Hispanic or Latino,Yes,$150-$199,Equal Mix,Skechers,Never heard of it,0.012,66.9,-1.0,0,1,4,4,4,3,2,1,1,62,62,65,39,17,0,0,5,4,4,3,3,2,2,93,95,79,61,56,25,14,4.0,100,150,160,230,1,5,5,3,1,2,4,2,Durability,Comfort,Price,Everyday casual wear,4,Traditionalists
478,DE,South,35-44,Female,$50k-$74k,White,Yes,$100-$149,Online Primarily,Crocs,Never heard of it,0.1202,34.8,139.2,0,1,4,4,3,3,2,2,1,85,62,31,35,10,4,0,4,4,3,3,2,2,1,91,68,55,47,21,11,0,4.0,80,145,155,195,1,5,4,2,2,4,5,2,Price,Comfort,Durability,Everyday casual wear,3,Value Seekers
479,CA,West,55-64,Female,$50k-$74k,White,Yes,$100-$149,Equal Mix,Crocs,Never heard of it,0.0396,43.1,-1.0,0,1,3,3,2,2,2,1,1,57,44,37,15,3,3,9,3,3,3,2,2,2,1,59,51,46,37,2,14,4,5.0,50,105,115,150,3,4,3,3,5,4,4,4,HandsFreeConvenience,Price,Material,Everyday casual wear,4,Premium Enthusiasts
480,NH,Northeast,55-64,Male,Less than $25k,White,Yes,$100-$149,Equal Mix,None,Never heard of it,0.0619,83.4,96.2,0,1,3,3,2,1,1,1,1,41,41,24,6,0,0,8,2,2,2,2,1,1,1,33,22,26,16,2,4,0,2.0,40,65,75,115,2,5,4,3,4,3,4,4,Comfort,Durability,Price,Everyday casual wear,2,Interested Pragmatists
481,ND,Midwest,65+,Male,$50k-$74k,White,Yes,$100-$149,Equal Mix,Other,Vaguely aware of it,0.0558,101.6,131.7,0,1,3,3,2,2,1,1,1,55,40,28,17,5,3,0,4,3,2,2,2,2,1,80,48,33,6,12,6,0,5.0,85,100,110,120,2,5,4,4,3,3,3,4,Comfort,Durability,Fit,Everyday casual wear,4,Interested Pragmatists
482,IN,Midwest,65+,Female,$25k-$49k,White,Yes,$100-$149,Online Primarily,None,Never heard of it,0.0456,112.2,-1.0,1,0,3,3,2,1,1,1,1,49,49,24,2,0,0,0,3,3,2,1,1,1,1,56,42,29,0,0,0,2,,55,95,105,135,1,5,4,3,1,2,4,2,Comfort,Durability,Price,Specific activity needing convenience,1,Traditionalists
483,CA,West,45-54,Male,$75k-$99k,Hispanic or Latino,Yes,$100-$149,In-Store Primarily,Vans,Never heard of it,0.01,109.2,-1.0,1,0,3,3,2,2,1,1,1,53,56,31,22,0,2,5,4,3,2,2,1,1,1,84,52,40,3,0,1,3,,65,75,100,145,4,4,4,3,2,3,4,3,Durability,Price,Comfort,Everyday casual wear,3,Curious Skeptics
484,DE,South,45-54,Female,$50k-$74k,White,Yes,$200 or more,In-Store Primarily,None,Never heard of it,0.0868,109.3,114.3,0,1,4,4,3,2,2,1,1,76,63,52,28,32,0,0,5,5,4,3,2,3,1,86,99,59,44,28,38,1,4.0,75,155,195,205,1,4,4,3,3,4,5,2,Price,Durability,Material,Work/Office (casual environment),3,Value Seekers
485,MD,South,45-54,Female,Less than $25k,White,Yes,$50-$99,Online Primarily,None,Never heard of it,0.0346,42.3,118.9,1,0,3,3,2,2,1,1,1,59,51,18,8,0,8,1,3,3,2,1,1,1,1,59,51,20,2,0,0,7,,40,100,110,120,2,5,5,3,2,4,4,2,Comfort,Durability,Material,Everyday casual wear,1,Value Seekers
486,UT,West,45-54,Male,Less than $25k,White,Yes,Less than $50,In-Store Primarily,Other,Somewhat familiar,0.1782,46.1,39.4,0,1,4,4,3,2,2,2,1,77,75,43,20,31,20,0,5,4,3,2,2,1,1,90,75,56,31,16,1,15,4.0,90,100,175,185,2,5,3,2,2,3,5,3,Comfort,Price,Style,Work/Office (casual environment),4,Value Seekers
487,LA,South,65+,Female,$75k-$99k,Asian,Yes,$150-$199,Online Primarily,Nike,Never heard of it,0.01,52.0,-1.0,0,1,4,3,3,2,2,2,1,75,45,45,20,22,3,0,5,4,4,3,3,2,2,100,83,75,68,33,17,4,5.0,90,130,155,195,4,3,4,4,3,3,3,3,Fit,Durability,Brand,Everyday casual wear,5,Curious Skeptics
488,ME,Northeast,45-54,Female,$100k-$149k,Other,Yes,$150-$199,In-Store Primarily,Vans,Never heard of it,0.01,89.9,-1.0,0,1,3,3,2,2,1,1,1,63,46,23,20,0,7,0,4,4,3,2,1,1,1,81,76,39,28,5,0,0,3.0,75,85,140,150,2,3,4,3,1,2,4,3,Durability,Price,Comfort,Travel,2,Traditionalists
489,VT,Northeast,45-54,Male,$150k+,Hispanic or Latino,Yes,$200 or more,Depends on Type,Skechers,Never heard of it,0.0644,47.0,138.5,1,0,5,4,4,4,3,3,2,100,81,75,60,40,41,22,5,4,4,4,4,3,2,96,100,89,63,70,32,24,,85,120,160,190,1,5,4,4,3,3,4,3,Comfort,Fit,Durability,Specific activity needing convenience,3,Interested Pragmatists
490,NC,South,35-44,Male,$50k-$74k,White,No,$100-$149,In-Store Primarily,Adidas,Never heard of it,0.0308,93.8,-1.0,0,1,4,4,3,2,2,1,1,77,74,44,12,7,6,0,4,4,3,3,2,2,1,85,80,39,41,8,2,0,5.0,90,100,170,180,3,4,3,4,2,4,4,4,Style,Comfort,Material,Travel,5,Curious Skeptics
491,OR,West,35-44,Female,$150k+,Asian,Yes,$200 or more,Depends on Type,Hey Dude,Never heard of it,0.01,70.7,-1.0,0,1,4,4,3,3,2,2,1,80,72,51,47,21,11,0,4,5,5,4,2,2,1,100,100,100,60,33,14,5,5.0,95,130,160,170,4,5,3,3,4,3,3,5,Style,Comfort,HandsFreeConvenience,Everyday casual wear,5,Premium Enthusiasts
492,WA,West,25-34,Male,Less than $25k,White,Yes,$100-$149,Online Primarily,None,Never heard of it,0.0104,98.5,-1.0,1,0,4,3,2,2,2,1,1,61,54,17,19,5,0,0,4,3,2,2,1,1,1,74,37,27,14,2,0,3,,55,65,85,130,2,4,5,3,2,4,4,3,Durability,Price,Material,Everyday casual wear,3,Value Seekers
